"datum";"bundesland_id";"bundesland_name";"versorgungsstufe";"faelle_covid_aktuell";"intensivbetten_frei";"intensivbetten_belegt";"anzahl_meldebereiche"
2022-11-03;0;"Deutschland";"nicht angegeben";9;16;162;15
2022-11-02;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";613;1512;5961;789
2022-11-02;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";437;1163;6045;478
2022-11-02;0;"Deutschland";"FACHKLINIK";29;134;712;75
2022-11-02;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";468;978;6895;298
2022-11-02;0;"Deutschland";"nicht angegeben";10;23;156;15
2022-11-01;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";463;1120;6032;477
2022-11-01;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";456;925;6883;298
2022-11-01;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";627;1524;5884;790
2022-11-01;0;"Deutschland";"FACHKLINIK";27;122;708;75
2022-11-01;0;"Deutschland";"nicht angegeben";10;26;151;15
2022-10-31;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";468;1176;5951;478
2022-10-31;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";629;1514;5855;789
2022-10-31;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";445;932;6784;298
2022-10-31;0;"Deutschland";"FACHKLINIK";31;128;651;75
2022-10-31;0;"Deutschland";"nicht angegeben";11;14;160;15
2022-10-30;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";452;1138;5842;478
2022-10-30;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";466;908;6777;298
2022-10-30;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";627;1484;5796;789
2022-10-30;0;"Deutschland";"nicht angegeben";12;15;159;15
2022-10-30;0;"Deutschland";"FACHKLINIK";28;110;664;74
2022-10-29;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";632;1381;5916;787
2022-10-29;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";453;1047;6014;477
2022-10-29;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";469;849;6874;298
2022-10-29;0;"Deutschland";"FACHKLINIK";27;94;683;74
2022-10-29;0;"Deutschland";"nicht angegeben";11;12;161;15
2022-10-28;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";465;1060;6043;477
2022-10-28;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";657;1328;6061;787
2022-10-28;0;"Deutschland";"FACHKLINIK";29;96;697;74
2022-10-28;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";482;832;6900;297
2022-10-28;0;"Deutschland";"nicht angegeben";10;8;166;15
2022-10-27;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";456;1069;6029;477
2022-10-27;0;"Deutschland";"FACHKLINIK";29;108;736;76
2022-10-27;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";682;1302;6125;787
2022-10-27;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";508;832;6907;298
2022-10-27;0;"Deutschland";"nicht angegeben";10;10;164;15
2022-10-26;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";484;1048;6057;476
2022-10-26;0;"Deutschland";"FACHKLINIK";27;123;723;76
2022-10-26;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";697;1295;6138;788
2022-10-26;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";507;850;6877;297
2022-10-26;0;"Deutschland";"nicht angegeben";12;8;163;15
2022-10-25;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";515;881;6858;297
2022-10-25;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";728;1314;6110;788
2022-10-25;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";494;1080;6043;478
2022-10-25;0;"Deutschland";"FACHKLINIK";28;127;713;76
2022-10-25;0;"Deutschland";"nicht angegeben";8;15;156;15
2022-10-24;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";500;1081;5943;478
2022-10-24;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";718;1466;5902;789
2022-10-24;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";516;922;6804;297
2022-10-24;0;"Deutschland";"nicht angegeben";6;21;152;15
2022-10-24;0;"Deutschland";"FACHKLINIK";34;128;709;76
2022-10-23;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";496;1060;5860;475
2022-10-23;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";705;1458;5819;788
2022-10-23;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";498;880;6808;297
2022-10-23;0;"Deutschland";"FACHKLINIK";36;133;684;76
2022-10-23;0;"Deutschland";"nicht angegeben";6;20;152;15
2022-10-22;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";525;1013;5940;475
2022-10-22;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";697;1361;5927;786
2022-10-22;0;"Deutschland";"FACHKLINIK";39;116;697;76
2022-10-22;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";485;872;6832;298
2022-10-22;0;"Deutschland";"nicht angegeben";6;16;157;15
2022-10-21;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";699;1320;6033;786
2022-10-21;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";525;991;6008;475
2022-10-21;0;"Deutschland";"nicht angegeben";5;12;163;15
2022-10-21;0;"Deutschland";"FACHKLINIK";59;106;751;75
2022-10-21;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";474;835;6875;298
2022-10-20;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";542;1030;6033;476
2022-10-20;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";499;849;6877;297
2022-10-20;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";704;1285;6100;788
2022-10-20;0;"Deutschland";"FACHKLINIK";59;113;778;76
2022-10-20;0;"Deutschland";"nicht angegeben";8;18;161;15
2022-10-19;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";708;1343;6042;788
2022-10-19;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";546;967;6107;476
2022-10-19;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";501;859;6846;298
2022-10-19;0;"Deutschland";"FACHKLINIK";56;115;772;76
2022-10-19;0;"Deutschland";"nicht angegeben";10;17;162;15
2022-10-18;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";728;1291;6075;788
2022-10-18;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";563;1031;6022;477
2022-10-18;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";489;921;6810;298
2022-10-18;0;"Deutschland";"FACHKLINIK";54;110;767;77
2022-10-18;0;"Deutschland";"nicht angegeben";8;17;162;15
2022-10-17;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";712;1377;5939;788
2022-10-17;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";535;1061;5893;475
2022-10-17;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";475;959;6689;298
2022-10-17;0;"Deutschland";"FACHKLINIK";55;131;743;77
2022-10-17;0;"Deutschland";"nicht angegeben";9;11;166;15
2022-10-16;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";512;1066;5824;475
2022-10-16;0;"Deutschland";"FACHKLINIK";45;124;728;77
2022-10-16;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";695;1377;5818;787
2022-10-16;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";442;913;6683;297
2022-10-16;0;"Deutschland";"nicht angegeben";11;10;169;15
2022-10-15;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";661;1358;5878;786
2022-10-15;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";509;1046;5891;475
2022-10-15;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";433;848;6805;295
2022-10-15;0;"Deutschland";"FACHKLINIK";42;103;747;77
2022-10-15;0;"Deutschland";"nicht angegeben";11;12;167;15
2022-10-14;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";507;1061;5937;475
2022-10-14;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";685;1253;6093;787
2022-10-14;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";441;793;6897;296
2022-10-14;0;"Deutschland";"FACHKLINIK";43;114;753;77
2022-10-14;0;"Deutschland";"nicht angegeben";9;12;167;15
2022-10-13;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";517;1051;6052;476
2022-10-13;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";714;1285;6146;788
2022-10-13;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";433;820;6925;297
2022-10-13;0;"Deutschland";"FACHKLINIK";39;107;764;77
2022-10-13;0;"Deutschland";"nicht angegeben";9;13;169;15
2022-10-12;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";685;1274;6163;789
2022-10-12;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";516;1092;6037;476
2022-10-12;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";428;791;6959;297
2022-10-12;0;"Deutschland";"FACHKLINIK";33;104;762;77
2022-10-12;0;"Deutschland";"nicht angegeben";7;14;170;15
2022-10-11;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";673;1296;6126;790
2022-10-11;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";429;827;6927;297
2022-10-11;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";515;1065;6079;477
2022-10-11;0;"Deutschland";"FACHKLINIK";36;111;729;77
2022-10-11;0;"Deutschland";"nicht angegeben";8;11;171;15
2022-10-10;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";512;1171;5907;476
2022-10-10;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";637;1477;5906;789
2022-10-10;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";415;931;6810;297
2022-10-10;0;"Deutschland";"FACHKLINIK";35;116;708;76
2022-10-10;0;"Deutschland";"nicht angegeben";7;12;169;15
2022-10-09;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";585;1463;5753;788
2022-10-09;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";473;1177;5835;475
2022-10-09;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";381;903;6791;297
2022-10-09;0;"Deutschland";"FACHKLINIK";32;102;706;76
2022-10-09;0;"Deutschland";"nicht angegeben";6;16;164;15
2022-10-08;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";450;1083;5961;475
2022-10-08;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";573;1401;5883;786
2022-10-08;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";368;840;6883;296
2022-10-08;0;"Deutschland";"FACHKLINIK";28;91;724;75
2022-10-08;0;"Deutschland";"nicht angegeben";6;15;165;15
2022-10-07;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";543;1340;6057;786
2022-10-07;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";373;831;6905;296
2022-10-07;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";435;1020;6093;475
2022-10-07;0;"Deutschland";"FACHKLINIK";28;96;742;75
2022-10-07;0;"Deutschland";"nicht angegeben";6;15;165;15
2022-10-06;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";376;843;6936;296
2022-10-06;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";418;999;6117;476
2022-10-06;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";533;1362;6062;788
2022-10-06;0;"Deutschland";"FACHKLINIK";29;107;738;76
2022-10-06;0;"Deutschland";"nicht angegeben";8;14;165;15
2022-10-05;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";516;1326;6104;788
2022-10-05;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";408;1001;6124;475
2022-10-05;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";355;856;6955;298
2022-10-05;0;"Deutschland";"FACHKLINIK";25;117;718;76
2022-10-05;0;"Deutschland";"nicht angegeben";7;13;170;15
2022-10-04;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";369;1169;5964;474
2022-10-04;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";493;1539;5873;787
2022-10-04;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";323;941;6861;298
2022-10-04;0;"Deutschland";"FACHKLINIK";25;125;699;76
2022-10-04;0;"Deutschland";"nicht angegeben";4;20;161;15
2022-10-03;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";306;1198;5864;474
2022-10-03;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";427;1582;5734;788
2022-10-03;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";283;905;6833;297
2022-10-03;0;"Deutschland";"FACHKLINIK";29;102;702;75
2022-10-03;0;"Deutschland";"nicht angegeben";4;21;162;15
2022-10-02;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";396;1571;5737;787
2022-10-02;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";288;1161;5951;475
2022-10-02;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";279;917;6858;298
2022-10-02;0;"Deutschland";"FACHKLINIK";29;107;710;76
2022-10-02;0;"Deutschland";"nicht angegeben";4;20;164;15
2022-10-01;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";367;1449;5890;790
2022-10-01;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";275;1034;6146;475
2022-10-01;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";275;874;6976;298
2022-10-01;0;"Deutschland";"FACHKLINIK";27;88;731;76
2022-10-01;0;"Deutschland";"nicht angegeben";4;19;164;15
2022-09-30;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";266;1026;6224;475
2022-09-30;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";343;1379;6052;791
2022-09-30;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";280;805;7076;299
2022-09-30;0;"Deutschland";"FACHKLINIK";27;99;752;75
2022-09-30;0;"Deutschland";"nicht angegeben";2;18;172;16
2022-09-29;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";265;1107;6193;475
2022-09-29;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";326;1393;6148;791
2022-09-29;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";269;788;7135;299
2022-09-29;0;"Deutschland";"FACHKLINIK";27;107;745;75
2022-09-29;0;"Deutschland";"nicht angegeben";2;24;167;16
2022-09-28;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";256;1149;6120;476
2022-09-28;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";262;822;7105;299
2022-09-28;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";314;1438;6163;792
2022-09-28;0;"Deutschland";"FACHKLINIK";24;119;744;75
2022-09-28;0;"Deutschland";"nicht angegeben";5;17;175;16
2022-09-27;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";256;1134;6119;477
2022-09-27;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";297;1516;6075;792
2022-09-27;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";264;889;7036;299
2022-09-27;0;"Deutschland";"FACHKLINIK";28;121;742;75
2022-09-27;0;"Deutschland";"nicht angegeben";5;19;173;16
2022-09-26;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";236;1267;6051;477
2022-09-26;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";265;1738;5802;791
2022-09-26;0;"Deutschland";"nicht angegeben";6;14;178;16
2022-09-26;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";252;1011;6873;299
2022-09-26;0;"Deutschland";"FACHKLINIK";30;118;761;76
2022-09-25;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";208;1248;5987;476
2022-09-25;0;"Deutschland";"FACHKLINIK";31;133;723;77
2022-09-25;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";256;1745;5678;792
2022-09-25;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";228;949;6883;299
2022-09-25;0;"Deutschland";"nicht angegeben";7;24;166;16
2022-09-24;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";209;1157;6113;477
2022-09-24;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";225;905;6951;299
2022-09-24;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";247;1676;5784;792
2022-09-24;0;"Deutschland";"FACHKLINIK";31;121;738;77
2022-09-24;0;"Deutschland";"nicht angegeben";4;17;173;16
2022-09-23;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";209;1185;6191;478
2022-09-23;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";264;1551;5989;792
2022-09-23;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";221;895;7019;299
2022-09-23;0;"Deutschland";"FACHKLINIK";32;121;762;77
2022-09-23;0;"Deutschland";"nicht angegeben";4;11;170;16
2022-09-22;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";247;1598;6021;792
2022-09-22;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";234;910;7011;299
2022-09-22;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";196;1205;6224;479
2022-09-22;0;"Deutschland";"FACHKLINIK";32;117;767;77
2022-09-22;0;"Deutschland";"nicht angegeben";4;16;165;15
2022-09-21;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";205;1216;6190;480
2022-09-21;0;"Deutschland";"FACHKLINIK";29;127;767;77
2022-09-21;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";238;1678;5930;792
2022-09-21;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";228;895;7039;299
2022-09-21;0;"Deutschland";"nicht angegeben";6;19;161;15
2022-09-20;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";195;1237;6161;478
2022-09-20;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";243;1744;5844;791
2022-09-20;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";220;942;6990;299
2022-09-20;0;"Deutschland";"FACHKLINIK";26;127;760;78
2022-09-20;0;"Deutschland";"nicht angegeben";6;25;161;15
2022-09-19;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";184;1331;6030;478
2022-09-19;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";229;1830;5707;790
2022-09-19;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";223;1001;6889;299
2022-09-19;0;"Deutschland";"FACHKLINIK";26;121;736;78
2022-09-19;0;"Deutschland";"nicht angegeben";8;20;163;15
2022-09-18;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";168;1279;5990;478
2022-09-18;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";222;1031;6823;299
2022-09-18;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";222;1813;5625;790
2022-09-18;0;"Deutschland";"FACHKLINIK";29;129;699;77
2022-09-18;0;"Deutschland";"nicht angegeben";5;22;164;15
2022-09-17;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";167;1235;6068;477
2022-09-17;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";232;1691;5750;789
2022-09-17;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";227;933;6947;299
2022-09-17;0;"Deutschland";"FACHKLINIK";30;115;724;77
2022-09-17;0;"Deutschland";"nicht angegeben";4;22;172;16
2022-09-16;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";178;1158;6198;477
2022-09-16;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";250;1659;5896;788
2022-09-16;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";225;891;7012;299
2022-09-16;0;"Deutschland";"FACHKLINIK";31;118;746;77
2022-09-16;0;"Deutschland";"nicht angegeben";5;19;175;16
2022-09-15;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";182;1173;6208;477
2022-09-15;0;"Deutschland";"FACHKLINIK";30;107;755;77
2022-09-15;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";234;877;7030;299
2022-09-15;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";266;1651;5956;791
2022-09-15;0;"Deutschland";"nicht angegeben";6;18;178;16
2022-09-14;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";196;1189;6194;477
2022-09-14;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";267;1711;5901;791
2022-09-14;0;"Deutschland";"FACHKLINIK";28;107;764;77
2022-09-14;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";245;913;7051;299
2022-09-14;0;"Deutschland";"nicht angegeben";5;24;171;16
2022-09-13;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";269;1720;5876;791
2022-09-13;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";185;1226;6090;477
2022-09-13;0;"Deutschland";"nicht angegeben";5;20;173;16
2022-09-13;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";237;980;6972;299
2022-09-13;0;"Deutschland";"FACHKLINIK";30;109;751;77
2022-09-12;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";167;1268;5985;475
2022-09-12;0;"Deutschland";"FACHKLINIK";30;125;756;78
2022-09-12;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";258;1891;5679;792
2022-09-12;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";231;1011;6880;299
2022-09-12;0;"Deutschland";"nicht angegeben";6;15;179;16
2022-09-11;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";263;1811;5635;790
2022-09-11;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";161;1247;5914;475
2022-09-11;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";219;1018;6809;299
2022-09-11;0;"Deutschland";"FACHKLINIK";26;124;719;77
2022-09-11;0;"Deutschland";"nicht angegeben";5;21;175;16
2022-09-10;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";176;1240;5958;474
2022-09-10;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";254;1695;5764;790
2022-09-10;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";218;990;6883;299
2022-09-10;0;"Deutschland";"FACHKLINIK";25;105;740;76
2022-09-10;0;"Deutschland";"nicht angegeben";5;20;166;16
2022-09-09;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";196;1207;6040;474
2022-09-09;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";253;1644;5907;789
2022-09-09;0;"Deutschland";"FACHKLINIK";25;113;767;76
2022-09-09;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";236;915;7007;299
2022-09-09;0;"Deutschland";"nicht angegeben";5;17;166;15
2022-09-08;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";197;1236;6089;476
2022-09-08;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";265;1644;5899;789
2022-09-08;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";231;907;7049;299
2022-09-08;0;"Deutschland";"FACHKLINIK";26;122;758;77
2022-09-08;0;"Deutschland";"nicht angegeben";4;29;157;15
2022-09-07;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";268;1669;5888;787
2022-09-07;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";204;1193;6124;476
2022-09-07;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";223;917;7026;299
2022-09-07;0;"Deutschland";"FACHKLINIK";26;120;764;77
2022-09-07;0;"Deutschland";"nicht angegeben";1;22;164;15
2022-09-06;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";205;1228;6078;476
2022-09-06;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";260;1760;5815;789
2022-09-06;0;"Deutschland";"nicht angegeben";1;18;168;15
2022-09-06;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";248;921;6994;298
2022-09-06;0;"Deutschland";"FACHKLINIK";27;133;750;77
2022-09-05;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";216;1322;5957;476
2022-09-05;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";273;1836;5678;789
2022-09-05;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";247;974;6891;298
2022-09-05;0;"Deutschland";"FACHKLINIK";28;137;722;77
2022-09-05;0;"Deutschland";"nicht angegeben";2;18;168;15
2022-09-04;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";253;1872;5547;790
2022-09-04;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";216;1296;5897;475
2022-09-04;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";252;950;6863;298
2022-09-04;0;"Deutschland";"FACHKLINIK";26;122;709;76
2022-09-04;0;"Deutschland";"nicht angegeben";2;17;164;15
2022-09-03;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";258;1781;5654;790
2022-09-03;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";219;1199;6019;474
2022-09-03;0;"Deutschland";"FACHKLINIK";28;115;722;76
2022-09-03;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";246;917;6930;298
2022-09-03;0;"Deutschland";"nicht angegeben";2;21;160;15
2022-09-02;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";265;1695;5825;790
2022-09-02;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";226;1174;6083;474
2022-09-02;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";244;908;7013;298
2022-09-02;0;"Deutschland";"FACHKLINIK";29;121;743;76
2022-09-02;0;"Deutschland";"nicht angegeben";3;16;169;15
2022-09-01;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";263;1660;5912;791
2022-09-01;0;"Deutschland";"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG";249;900;7019;298
2022-09-01;0;"Deutschland";"SCHWERPUNKTVERSORGUNG";222;1232;6043;474
2022-09-01;0;"Deutschland";"FACHKLINIK";31;116;744;76
2022-09-01;0;"Deutschland";"nicht angegeben";2;15;164;15
2022-08-31;0;"Deutschland";"GRUND_UND_REGELVERSORGUNG";269;1654;5906;791
