datum,bundesland_id,bundesland_name,versorgungsstufe,faelle_covid_aktuell,intensivbetten_betreibbar,anzahl_meldebereiche
2022-07-24,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",544,7290,788
2022-07-24,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",428,7584,297
2022-07-24,00,Deutschland,"nicht angegeben",8,194,16
2022-07-23,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",533,7298,787
2022-07-23,00,Deutschland,"SCHWERPUNKTVERSORGUNG",399,7185,475
2022-07-23,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",418,7677,294
2022-07-23,00,Deutschland,"FACHKLINIK",49,836,76
2022-07-23,00,Deutschland,"nicht angegeben",11,184,16
2022-07-22,00,Deutschland,"SCHWERPUNKTVERSORGUNG",399,7241,475
2022-07-22,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",521,7379,786
2022-07-22,00,Deutschland,"FACHKLINIK",44,863,76
2022-07-22,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",421,7703,294
2022-07-22,00,Deutschland,"nicht angegeben",10,188,15
2022-07-21,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",517,7433,787
2022-07-21,00,Deutschland,"SCHWERPUNKTVERSORGUNG",412,7243,476
2022-07-21,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",413,7768,296
2022-07-21,00,Deutschland,"FACHKLINIK",43,841,77
2022-07-21,00,Deutschland,"nicht angegeben",10,188,15
2022-07-20,00,Deutschland,"SCHWERPUNKTVERSORGUNG",392,7349,479
2022-07-20,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",401,7760,296
2022-07-20,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",497,7512,791
2022-07-20,00,Deutschland,"FACHKLINIK",34,841,76
2022-07-20,00,Deutschland,"nicht angegeben",7,184,15
2022-07-19,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",496,7492,791
2022-07-19,00,Deutschland,"SCHWERPUNKTVERSORGUNG",404,7366,479
2022-07-19,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",389,7763,296
2022-07-19,00,Deutschland,"FACHKLINIK",36,844,76
2022-07-19,00,Deutschland,"nicht angegeben",3,183,15
2022-07-18,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",495,7421,792
2022-07-18,00,Deutschland,"SCHWERPUNKTVERSORGUNG",407,7325,479
2022-07-18,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",386,7676,296
2022-07-18,00,Deutschland,"FACHKLINIK",32,839,76
2022-07-18,00,Deutschland,"nicht angegeben",2,183,15
2022-07-17,00,Deutschland,"SCHWERPUNKTVERSORGUNG",394,7236,479
2022-07-17,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",477,7359,791
2022-07-17,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",364,7652,296
2022-07-17,00,Deutschland,"FACHKLINIK",33,804,75
2022-07-17,00,Deutschland,"nicht angegeben",2,183,15
2022-07-16,00,Deutschland,"SCHWERPUNKTVERSORGUNG",374,7287,478
2022-07-16,00,Deutschland,"FACHKLINIK",35,810,75
2022-07-16,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",457,7387,792
2022-07-16,00,Deutschland,"nicht angegeben",3,184,15
2022-07-16,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",359,7703,296
2022-07-15,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",466,7486,791
2022-07-15,00,Deutschland,"SCHWERPUNKTVERSORGUNG",361,7351,478
2022-07-15,00,Deutschland,"FACHKLINIK",33,837,75
2022-07-15,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",354,7754,296
2022-07-15,00,Deutschland,"nicht angegeben",7,183,15
2022-07-14,00,Deutschland,"FACHKLINIK",30,836,75
2022-07-14,00,Deutschland,"SCHWERPUNKTVERSORGUNG",380,7376,476
2022-07-14,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",478,7529,791
2022-07-14,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",348,7789,296
2022-07-14,00,Deutschland,"nicht angegeben",5,183,15
2022-07-13,00,Deutschland,"SCHWERPUNKTVERSORGUNG",368,7401,478
2022-07-13,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",471,7542,792
2022-07-13,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",363,7789,295
2022-07-13,00,Deutschland,"FACHKLINIK",32,860,76
2022-07-13,00,Deutschland,"nicht angegeben",5,183,15
2022-07-12,00,Deutschland,"SCHWERPUNKTVERSORGUNG",372,7353,477
2022-07-12,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",455,7510,792
2022-07-12,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",354,7761,295
2022-07-12,00,Deutschland,"FACHKLINIK",29,862,76
2022-07-12,00,Deutschland,"nicht angegeben",5,185,15
2022-07-11,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",429,7476,790
2022-07-11,00,Deutschland,"SCHWERPUNKTVERSORGUNG",366,7348,477
2022-07-11,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",349,7730,295
2022-07-11,00,Deutschland,"FACHKLINIK",27,865,76
2022-07-11,00,Deutschland,"nicht angegeben",3,181,15
2022-07-10,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",386,7371,791
2022-07-10,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",335,7693,295
2022-07-10,00,Deutschland,"SCHWERPUNKTVERSORGUNG",345,7360,479
2022-07-10,00,Deutschland,"FACHKLINIK",29,837,76
2022-07-10,00,Deutschland,"nicht angegeben",6,181,15
2022-07-09,00,Deutschland,"SCHWERPUNKTVERSORGUNG",337,7329,478
2022-07-09,00,Deutschland,"FACHKLINIK",31,844,75
2022-07-09,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",306,7720,295
2022-07-09,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",374,7411,788
2022-07-09,00,Deutschland,"nicht angegeben",6,183,15
2022-07-08,00,Deutschland,"SCHWERPUNKTVERSORGUNG",333,7435,478
2022-07-08,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",379,7481,787
2022-07-08,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",321,7750,295
2022-07-08,00,Deutschland,"FACHKLINIK",34,868,75
2022-07-08,00,Deutschland,"nicht angegeben",5,183,15
2022-07-07,00,Deutschland,"SCHWERPUNKTVERSORGUNG",335,7496,480
2022-07-07,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",366,7525,788
2022-07-07,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",310,7775,293
2022-07-07,00,Deutschland,"FACHKLINIK",33,869,75
2022-07-07,00,Deutschland,"nicht angegeben",4,187,15
2022-07-06,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",322,7770,293
2022-07-06,00,Deutschland,"SCHWERPUNKTVERSORGUNG",313,7492,480
2022-07-06,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",372,7548,788
2022-07-06,00,Deutschland,"FACHKLINIK",35,863,77
2022-07-06,00,Deutschland,"nicht angegeben",4,187,15
2022-07-05,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",381,7537,788
2022-07-05,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",321,7777,295
2022-07-05,00,Deutschland,"SCHWERPUNKTVERSORGUNG",322,7476,480
2022-07-05,00,Deutschland,"FACHKLINIK",36,891,77
2022-07-05,00,Deutschland,"nicht angegeben",5,187,15
2022-07-04,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",364,7516,790
2022-07-04,00,Deutschland,"SCHWERPUNKTVERSORGUNG",322,7473,480
2022-07-04,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",334,7782,298
2022-07-04,00,Deutschland,"FACHKLINIK",37,890,77
2022-07-04,00,Deutschland,"nicht angegeben",7,179,15
2022-07-03,00,Deutschland,"SCHWERPUNKTVERSORGUNG",293,7403,480
2022-07-03,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",345,7409,791
2022-07-03,00,Deutschland,"FACHKLINIK",34,850,77
2022-07-03,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",320,7643,298
2022-07-03,00,Deutschland,"nicht angegeben",6,176,15
2022-07-02,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",317,7727,298
2022-07-02,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",346,7460,791
2022-07-02,00,Deutschland,"SCHWERPUNKTVERSORGUNG",280,7458,481
2022-07-02,00,Deutschland,"FACHKLINIK",33,853,77
2022-07-02,00,Deutschland,"nicht angegeben",6,176,15
2022-07-01,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",365,7565,791
2022-07-01,00,Deutschland,"SCHWERPUNKTVERSORGUNG",286,7521,484
2022-07-01,00,Deutschland,"FACHKLINIK",32,875,77
2022-07-01,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",291,7812,298
2022-07-01,00,Deutschland,"nicht angegeben",4,184,15
2022-06-30,00,Deutschland,"SCHWERPUNKTVERSORGUNG",276,7522,482
2022-06-30,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",349,7609,791
2022-06-30,00,Deutschland,"FACHKLINIK",32,882,77
2022-06-30,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",271,7856,298
2022-06-30,00,Deutschland,"nicht angegeben",4,185,15
2022-06-29,00,Deutschland,"SCHWERPUNKTVERSORGUNG",283,7532,483
2022-06-29,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",339,7643,792
2022-06-29,00,Deutschland,"nicht angegeben",5,185,15
2022-06-29,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",279,7877,298
2022-06-29,00,Deutschland,"FACHKLINIK",29,879,77
2022-06-28,00,Deutschland,"SCHWERPUNKTVERSORGUNG",283,7490,480
2022-06-28,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",345,7653,792
2022-06-28,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",306,7894,298
2022-06-28,00,Deutschland,"FACHKLINIK",42,875,77
2022-06-28,00,Deutschland,"nicht angegeben",5,182,15
2022-06-27,00,Deutschland,"SCHWERPUNKTVERSORGUNG",262,7431,479
2022-06-27,00,Deutschland,"FACHKLINIK",46,871,77
2022-06-27,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",338,7624,793
2022-06-27,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",283,7835,298
2022-06-27,00,Deutschland,"nicht angegeben",3,182,15
2022-06-26,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",284,7525,793
2022-06-26,00,Deutschland,"SCHWERPUNKTVERSORGUNG",260,7394,479
2022-06-26,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",262,7807,298
2022-06-26,00,Deutschland,"FACHKLINIK",28,835,76
2022-06-26,00,Deutschland,"nicht angegeben",2,182,15
2022-06-25,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",255,7863,298
2022-06-25,00,Deutschland,"SCHWERPUNKTVERSORGUNG",236,7426,480
2022-06-25,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",271,7549,793
2022-06-25,00,Deutschland,"FACHKLINIK",23,843,75
2022-06-25,00,Deutschland,"nicht angegeben",3,182,15
2022-06-24,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",285,7576,792
2022-06-24,00,Deutschland,"SCHWERPUNKTVERSORGUNG",237,7469,479
2022-06-24,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",248,7910,298
2022-06-24,00,Deutschland,"FACHKLINIK",25,871,75
2022-06-24,00,Deutschland,"nicht angegeben",4,187,15
2022-06-23,00,Deutschland,"SCHWERPUNKTVERSORGUNG",240,7543,481
2022-06-23,00,Deutschland,"FACHKLINIK",28,875,76
2022-06-23,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",298,7622,792
2022-06-23,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",240,7918,298
2022-06-23,00,Deutschland,"nicht angegeben",4,187,15
2022-06-22,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",284,7632,791
2022-06-22,00,Deutschland,"SCHWERPUNKTVERSORGUNG",228,7530,481
2022-06-22,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",240,7921,298
2022-06-22,00,Deutschland,"FACHKLINIK",25,879,76
2022-06-22,00,Deutschland,"nicht angegeben",5,187,15
2022-06-21,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",309,7648,791
2022-06-21,00,Deutschland,"SCHWERPUNKTVERSORGUNG",216,7540,481
2022-06-21,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",239,7932,298
2022-06-21,00,Deutschland,"FACHKLINIK",26,881,76
2022-06-21,00,Deutschland,"nicht angegeben",5,188,15
2022-06-20,00,Deutschland,"SCHWERPUNKTVERSORGUNG",210,7434,481
2022-06-20,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",278,7627,791
2022-06-20,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",233,7846,300
2022-06-20,00,Deutschland,"FACHKLINIK",21,876,76
2022-06-20,00,Deutschland,"nicht angegeben",5,188,15
2022-06-19,00,Deutschland,"SCHWERPUNKTVERSORGUNG",210,7410,481
2022-06-19,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",268,7515,792
2022-06-19,00,Deutschland,"FACHKLINIK",22,852,76
2022-06-19,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",215,7797,300
2022-06-19,00,Deutschland,"nicht angegeben",3,185,15
2022-06-18,00,Deutschland,"SCHWERPUNKTVERSORGUNG",206,7444,481
2022-06-18,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",240,7565,792
2022-06-18,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",214,7824,300
2022-06-18,00,Deutschland,"FACHKLINIK",21,861,76
2022-06-18,00,Deutschland,"nicht angegeben",3,189,15
2022-06-17,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",241,7607,792
2022-06-17,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",235,7865,300
2022-06-17,00,Deutschland,"SCHWERPUNKTVERSORGUNG",199,7524,481
2022-06-17,00,Deutschland,"nicht angegeben",2,187,15
2022-06-17,00,Deutschland,"FACHKLINIK",17,888,78
2022-06-16,00,Deutschland,"SCHWERPUNKTVERSORGUNG",190,7571,481
2022-06-16,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",242,7681,794
2022-06-16,00,Deutschland,"FACHKLINIK",17,884,78
2022-06-16,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",233,7919,300
2022-06-16,00,Deutschland,"nicht angegeben",2,193,15
2022-06-15,00,Deutschland,"SCHWERPUNKTVERSORGUNG",190,7587,482
2022-06-15,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",238,7695,794
2022-06-15,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",221,7946,300
2022-06-15,00,Deutschland,"FACHKLINIK",18,891,78
2022-06-15,00,Deutschland,"nicht angegeben",5,188,15
2022-06-14,00,Deutschland,"SCHWERPUNKTVERSORGUNG",186,7576,482
2022-06-14,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",244,7729,795
2022-06-14,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",222,7919,300
2022-06-14,00,Deutschland,"FACHKLINIK",19,852,78
2022-06-14,00,Deutschland,"nicht angegeben",3,188,15
2022-06-13,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",216,7891,300
2022-06-13,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",234,7691,795
2022-06-13,00,Deutschland,"SCHWERPUNKTVERSORGUNG",177,7529,481
2022-06-13,00,Deutschland,"FACHKLINIK",19,852,77
2022-06-13,00,Deutschland,"nicht angegeben",4,181,15
2022-06-12,00,Deutschland,"FACHKLINIK",22,824,76
2022-06-12,00,Deutschland,"SCHWERPUNKTVERSORGUNG",173,7440,481
2022-06-12,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",221,7648,795
2022-06-12,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",201,7856,298
2022-06-12,00,Deutschland,"nicht angegeben",4,181,15
2022-06-11,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",198,7885,298
2022-06-11,00,Deutschland,"SCHWERPUNKTVERSORGUNG",177,7471,480
2022-06-11,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",207,7688,795
2022-06-11,00,Deutschland,"FACHKLINIK",21,831,76
2022-06-11,00,Deutschland,"nicht angegeben",4,183,15
2022-06-10,00,Deutschland,"SCHWERPUNKTVERSORGUNG",166,7565,482
2022-06-10,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",208,7901,298
2022-06-10,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",227,7739,795
2022-06-10,00,Deutschland,"FACHKLINIK",23,857,77
2022-06-10,00,Deutschland,"nicht angegeben",2,185,15
2022-06-09,00,Deutschland,"SCHWERPUNKTVERSORGUNG",172,7632,480
2022-06-09,00,Deutschland,"FACHKLINIK",24,901,78
2022-06-09,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",212,7933,298
2022-06-09,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",208,7770,795
2022-06-09,00,Deutschland,"nicht angegeben",4,185,15
2022-06-08,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",193,7728,795
2022-06-08,00,Deutschland,"SCHWERPUNKTVERSORGUNG",177,7584,479
2022-06-08,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",221,7948,298
2022-06-08,00,Deutschland,"FACHKLINIK",27,870,78
2022-06-08,00,Deutschland,"nicht angegeben",4,186,15
2022-06-07,00,Deutschland,"SCHWERPUNKTVERSORGUNG",168,7544,480
2022-06-07,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",195,7692,793
2022-06-07,00,Deutschland,"FACHKLINIK",30,844,76
2022-06-07,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",227,7950,298
2022-06-07,00,Deutschland,"nicht angegeben",3,185,15
2022-06-06,00,Deutschland,"SCHWERPUNKTVERSORGUNG",172,7515,479
2022-06-06,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",228,7895,298
2022-06-06,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",192,7646,793
2022-06-06,00,Deutschland,"FACHKLINIK",36,836,78
2022-06-06,00,Deutschland,"nicht angegeben",4,185,15
2022-06-05,00,Deutschland,"SCHWERPUNKTVERSORGUNG",166,7496,479
2022-06-05,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",184,7714,795
2022-06-05,00,Deutschland,"FACHKLINIK",36,862,77
2022-06-05,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",223,7881,297
2022-06-05,00,Deutschland,"nicht angegeben",4,188,15
2022-06-04,00,Deutschland,"SCHWERPUNKTVERSORGUNG",155,7496,480
2022-06-04,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",199,7737,796
2022-06-04,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",227,7918,297
2022-06-04,00,Deutschland,"FACHKLINIK",34,874,78
2022-06-04,00,Deutschland,"nicht angegeben",2,186,15
2022-06-03,00,Deutschland,"SCHWERPUNKTVERSORGUNG",156,7534,480
2022-06-03,00,Deutschland,"FACHKLINIK",36,897,78
2022-06-03,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",234,7952,297
2022-06-03,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",209,7796,797
2022-06-03,00,Deutschland,"nicht angegeben",2,187,15
2022-06-02,00,Deutschland,"SCHWERPUNKTVERSORGUNG",173,7567,480
2022-06-02,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",193,7780,797
2022-06-02,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",241,7964,297
2022-06-02,00,Deutschland,"FACHKLINIK",38,897,78
2022-06-02,00,Deutschland,"nicht angegeben",3,189,15
2022-06-01,00,Deutschland,"SCHWERPUNKTVERSORGUNG",185,7583,481
2022-06-01,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",245,7957,297
2022-06-01,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",201,7797,797
2022-06-01,00,Deutschland,"FACHKLINIK",39,902,79
2022-06-01,00,Deutschland,"nicht angegeben",1,189,15
2022-05-31,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",215,7766,796
2022-05-31,00,Deutschland,"SCHWERPUNKTVERSORGUNG",188,7588,482
2022-05-31,00,Deutschland,"FACHKLINIK",38,898,79
2022-05-31,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",241,7978,298
2022-05-31,00,Deutschland,"nicht angegeben",1,189,15
2022-05-30,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",203,7729,796
2022-05-30,00,Deutschland,"SCHWERPUNKTVERSORGUNG",183,7569,483
2022-05-30,00,Deutschland,"FACHKLINIK",37,899,79
2022-05-30,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",245,7930,299
2022-05-30,00,Deutschland,"nicht angegeben",1,189,15
2022-05-29,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",206,7663,797
2022-05-29,00,Deutschland,"SCHWERPUNKTVERSORGUNG",179,7521,483
2022-05-29,00,Deutschland,"FACHKLINIK",39,857,80
2022-05-29,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",232,7820,299
2022-05-29,00,Deutschland,"nicht angegeben",00,188,15
2022-05-28,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",204,7686,797
2022-05-28,00,Deutschland,"SCHWERPUNKTVERSORGUNG",188,7519,482
2022-05-28,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",236,7874,299
2022-05-28,00,Deutschland,"FACHKLINIK",39,853,79
2022-05-28,00,Deutschland,"nicht angegeben",2,198,16
2022-05-27,00,Deutschland,"SCHWERPUNKTVERSORGUNG",189,7551,482
2022-05-27,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",226,7708,796
2022-05-27,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",244,7904,299
2022-05-27,00,Deutschland,"FACHKLINIK",41,876,79
2022-05-27,00,Deutschland,"nicht angegeben",2,197,16
2022-05-26,00,Deutschland,"SCHWERPUNKTVERSORGUNG",187,7568,483
2022-05-26,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",245,7947,299
2022-05-26,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",225,7732,795
2022-05-26,00,Deutschland,"FACHKLINIK",43,876,79
2022-05-26,00,Deutschland,"nicht angegeben",3,197,16
2022-05-25,00,Deutschland,"SCHWERPUNKTVERSORGUNG",191,7570,483
2022-05-25,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",227,7759,794
2022-05-25,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",253,7961,299
2022-05-25,00,Deutschland,"FACHKLINIK",45,924,80
2022-05-25,00,Deutschland,"nicht angegeben",3,197,16
2022-05-24,00,Deutschland,"SCHWERPUNKTVERSORGUNG",191,7578,483
2022-05-24,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",246,7746,794
2022-05-24,00,Deutschland,"FACHKLINIK",46,920,80
2022-05-24,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",256,7951,299
2022-05-24,00,Deutschland,"nicht angegeben",3,197,16
2022-05-23,00,Deutschland,"SCHWERPUNKTVERSORGUNG",201,7563,482
2022-05-23,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",269,7724,795
2022-05-23,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",268,7710,299
2022-05-23,00,Deutschland,"FACHKLINIK",44,909,80
2022-05-23,00,Deutschland,"nicht angegeben",6,197,16
2022-05-22,00,Deutschland,"SCHWERPUNKTVERSORGUNG",205,7474,482
2022-05-22,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",282,7625,795
2022-05-22,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",279,7654,294
2022-05-22,00,Deutschland,"FACHKLINIK",46,872,80
2022-05-22,00,Deutschland,"nicht angegeben",6,198,16
2022-05-21,00,Deutschland,"SCHWERPUNKTVERSORGUNG",198,7530,482
2022-05-21,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",281,7657,795
2022-05-21,00,Deutschland,"FACHKLINIK",43,881,80
2022-05-21,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",277,7669,294
2022-05-21,00,Deutschland,"nicht angegeben",3,198,16
2022-05-20,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",274,7721,796
2022-05-20,00,Deutschland,"SCHWERPUNKTVERSORGUNG",210,7581,482
2022-05-20,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",291,7731,294
2022-05-20,00,Deutschland,"FACHKLINIK",43,905,80
2022-05-20,00,Deutschland,"nicht angegeben",3,198,16
2022-05-19,00,Deutschland,"SCHWERPUNKTVERSORGUNG",213,7608,484
2022-05-19,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",305,7756,796
2022-05-19,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",314,7774,295
2022-05-19,00,Deutschland,"FACHKLINIK",40,900,80
2022-05-19,00,Deutschland,"nicht angegeben",3,198,16
2022-05-18,00,Deutschland,"SCHWERPUNKTVERSORGUNG",227,7602,484
2022-05-18,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",310,7732,295
2022-05-18,00,Deutschland,"FACHKLINIK",39,910,80
2022-05-18,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",326,7775,796
2022-05-18,00,Deutschland,"nicht angegeben",3,198,16
2022-05-17,00,Deutschland,"GRUND_UND_REGELVERSORGUNG",326,7766,796
2022-05-17,00,Deutschland,"SCHWERPUNKTVERSORGUNG",255,7620,484
2022-05-17,00,Deutschland,"FACHKLINIK",44,914,80
2022-05-17,00,Deutschland,"UNIVERSITAETSKLINIKUM_MAXIMALVERSORGUNG",318,7792,295
2022-05-17,00,Deutschland,"nicht angegeben",2,198,16
2022-05-16,00,Deutschland,"SCHWERPUNKTVERSORGUNG",264,7623,485
